,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Sev_Z,Phil_U,Chapitre, Type, Conserver, Revoir,,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Sev_Z,Phil_U
,ø,ø,Et,ø,ø,ø,ø,ø,13,glose,Non, Non,,0,0,2,0,0,0,0,0
,que,ø,que,que,que,que,ø,ø,13,glose,Non, Non,,1,0,1,1,1,1,0,0
,de,ø,de,de,ø,de,de,ø,13,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,non,non,ø,ø,on,no,ø,13,glose,Non, Non,,0,2,2,0,0,3,2,0
,ø,e,e,e,e,e,e,ø,13,glose,Non, Non,,0,1,1,1,1,1,1,0
,e,e,e,e,e,ø,e,ø,13,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,en,en,en,en,en,en,ø,13,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,en,en,en,en,en,en,ø,13,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,son,son,son,son,son,son,ø,13,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,de,ø,ø,ø,ø,ø,13,glose,Non, Non,,0,0,2,0,0,0,0,0
,de,de,de,de,ø,de,de,ø,13,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,los,los,los,los,los,los,ø,13,glose,Non, Non,,0,1,1,1,1,1,1,0
,abeuer,ø,ø,ø,ø,ø,ø,ø,13,glose,Non, Non,,2,0,0,0,0,0,0,0
,ø,ø,ø,río,ø,río,ø,ø,13,glose,Non, Non,,0,0,0,2,0,2,0,0
,ø,ø,ø,ellos,ø,ellos,ø,ø,13,glose,Non, Non,,0,0,0,2,0,2,0,0
,ø,a,a,a,a,a,ø,ø,13,glose,Non, Non,,0,1,1,1,1,1,0,0
,ø,ø,ø,ø,ende,ø,ø,ø,13,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,ø,ø,ø,a,ø,ø,13,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,ardidamente,ø,ø,ø,ø,ø,13,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,éstos,ø,ø,ø,ø,ø,ø,13,glose,Non, Non,,0,2,0,0,0,0,0,0
,muy,muy,ø,ø,muy,ø,muy,ø,13,glose,Non, Non,,1,1,0,0,1,0,1,0
,ø,dellos,ø,ø,dellos,ø,ø,ø,13,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,ø,ø,ø,provechosas,ø,ø,14,,Non, Non,,0,0,0,0,0,2,0,0
,es,ø,ø,ø,ø,sus,ø,ø,14,,Non, Non,,2,0,0,0,0,1,0,0
,en,en,ø,en,en,ø,en,ø,14,,Non, Non,,1,1,0,1,1,0,1,0
,a,ø,ø,ø,ø,ø,ø,ø,14,traduction,Non, Non,,2,0,0,0,0,0,0,0
,que,que,que,que,que,ø,que,ø,14,traduction,Non, Non,,1,1,1,1,1,0,1,0
,para,para,para,ø,para,ø,para,ø,14,traduction,Non, Non,,1,1,1,0,1,0,1,0
,ø,ø,ø,ø,ø,en,ø,ø,14,traduction,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,corporalmente,ø,ø,ø,ø,ø,14,traduction,Non, Non,,0,0,2,0,0,0,0,0
,corporalmente,corporalmente,ø,corporalmente,corporalmente,corporalmente,corporalmente,ø,14,traduction,Non, Non,,1,1,0,1,1,1,1,0
,quando,quando,quando,quando,ø,quando,quando,ø,14,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,commo,ø,ø,ø,ø,ø,ø,14,traduction,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,buen,ø,ø,ø,ø,ø,14,traduction,Non, Non,,0,0,2,0,0,0,0,0
,ø,e,ø,e,e,e,e,ø,14,traduction,Non, Non,,0,1,0,1,1,1,1,0
,muy,ø,muy,muy,ø,ø,muy,ø,14,traduction,Non, Non,,2,0,2,2,0,0,2,0
,a,a,a,a,ø,a,a,ø,14,traduction,Non, Non,,2,2,2,2,0,2,2,0
,cosa,cosa,cosa,cosa,ø,cosa,cosa,ø,14,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,es,ø,ø,es,es,ø,ø,14,traduction,Non, Non,,0,1,0,0,1,1,0,0
,ø,estas,ø,estas,estas,estas,estas,ø,14,traduction,Non, Non,,0,1,0,1,1,1,1,0
,tercero,ø,iii°,iii°,ø,ii°,tercero,ø,14,traduction,Non, Non,,2,0,2,2,0,1,2,0
,ø,el,ø,el,el,el,ø,ø,14,traduction,Non, Non,,0,1,0,1,1,1,0,0
,e,ø,ø,e,ø,e,e,ø,14,traduction,Non, Non,,2,0,0,2,0,2,2,0
,quarto,ø,iiii°,iiii°,ø,iii°,quarto,ø,14,traduction,Non, Non,,4,0,1,1,0,2,4,0
,que,que,que,que,que,ø,que,ø,14,traduction,Non, Non,,1,1,1,1,1,0,1,0
,si,ø,ø,ø,ø,ø,ø,ø,14,traduction,Non, Non,,2,0,0,0,0,0,0,0
,ø,E,ø,ø,ø,ø,ø,ø,14,traduction,Non, Non,,0,2,0,0,0,0,0,0
,sesto,ø,vi°,vi°,ø,v°,sesto,ø,14,traduction,Non, Non,,2,0,2,2,0,3,2,0
,lo,ø,Lo,Lo,Et,Lo,Lo,ø,14,traduction,Non, Non,,3,0,3,3,1,3,3,0
,muy,ø,ø,muy,ø,muy,muy,ø,14,glose,Non, Non,,2,0,0,2,0,2,2,0
,ø,las,ø,ø,las,ø,ø,ø,14,glose,Non, Non,,0,1,0,0,1,0,0,0
,cristianos,cristianos,ø,cristianos,cristianos,cristianos,cristianos,ø,14,glose,Non, Non,,1,1,0,1,1,1,1,0
,es,es,es,es,es,ø,es,ø,14,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,señor,ø,ø,señor,ø,ø,ø,14,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,ø,ø,su,ø,ø,ø,14,glose,Non, Non,,0,0,0,0,1,0,0,0
,al,ø,al,ø,ø,ø,al,ø,14,glose,Non, Non,,2,0,2,0,0,0,2,0
,les,les,les,les,les,ø,les,ø,14,glose,Non, Non,,1,1,1,1,1,0,1,0
,que,ø,que,que,que,que,ø,ø,14,glose,Non, Non,,1,0,1,1,1,1,0,0
,el,el,el,el,ø,el,el,ø,14,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,lugar,ø,lugar,ø,ø,14,glose,Non, Non,,0,0,0,2,0,2,0,0
,trabaioso,trabajoso,trabajosos,ø,trabajoso,áspero,trabajoso,ø,14,glose,Non, Non,,4,4,2,0,4,1,4,0
,el,el,el,el,ø,el,el,ø,14,glose,Non, Non,,2,2,2,2,0,2,2,0
,flacos,ø,flacos,flacos,ø,ø,ø,ø,14,glose,Non, Non,,2,0,2,2,0,0,0,0
,en,en,ø,en,en,en,en,ø,14,glose,Non, Non,,1,1,0,1,1,1,1,0
,el,el,el,el,ø,ø,el,ø,14,glose,Non, Non,,2,2,2,2,0,0,2,0
,todas,ø,ø,ø,ø,ø,ø,ø,14,glose,Non, Non,,2,0,0,0,0,0,0,0
,ø,a,a,a,a,a,a,ø,14,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,de,ø,ø,ø,ø,ø,ø,14,glose,Non, Non,,0,2,0,0,0,0,0,0
,o,ø,o,o,o,o,o,ø,14,glose,Non, Non,,1,0,1,1,1,1,1,0
,ninguno,ø,ninguno,ninguno,ø,ninguno,ninguno,ø,14,glose,Non, Non,,2,0,2,2,0,2,2,0
,se,se,se,se,se,se,ø,ø,14,glose,Non, Non,,1,1,1,1,1,1,0,0
,se,ø,ø,ø,ø,ø,se,ø,14,glose,Non, Non,,2,0,0,0,0,0,2,0
,ø,ø,quier,ø,ø,ø,ø,ø,14,glose,Non, Non,,0,0,2,0,0,0,0,0
,contra,ø,contra,contra,contra,contra,contra,ø,14,glose,Non, Non,,1,0,1,1,1,1,1,0
,te,ø,te,te,ø,te,te,ø,14,glose,Non, Non,,2,0,2,2,0,2,2,0
,muy,muy,ø,muy,muy,muy,muy,ø,14,glose,Non, Non,,1,1,0,1,1,1,1,0
,ø,ø,en,ø,ø,en,ø,ø,15,,Non, Non,,0,0,2,0,0,2,0,0
,de,ø,ø,de,ø,de,de,ø,15,,Non, Non,,2,0,0,2,0,2,2,0
,ø,ø,ø,le,ø,a,ø,ø,15,,Non, Non,,0,0,0,3,0,1,0,0
,les,les,ø,ø,les,sus,les,ø,15,,Non, Non,,1,1,0,0,1,2,1,0
,ø,ø,ø,ø,ø,ø,este,ø,15,traduction,Non, Non,,0,0,0,0,0,0,2,0
,commo,commo,commo,ø,commo,commo,ø,ø,15,traduction,Non, Non,,1,1,1,0,1,1,0,0
,ø,en,ø,commo,en,ø,como,ø,15,traduction,Non, Non,,0,4,0,2,4,0,1,0
,la,la,la,ø,la,ø,la,ø,15,traduction,Non, Non,,1,1,1,0,1,0,1,0
,ø,ø,es,ø,es,ø,ø,ø,15,traduction,Non, Non,,0,0,1,0,1,0,0,0
,de,ø,de,de,ø,de,de,ø,15,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,ø,ø,ø,ø,Et,ø,ø,15,traduction,Non, Non,,0,0,0,0,0,2,0,0
,ø,manera,ø,ø,manera,ø,ø,ø,15,traduction,Non, Non,,0,1,0,0,1,0,0,0
,muy,muy,muy,ø,muy,ø,muy,ø,15,traduction,Non, Non,,1,1,1,0,1,0,1,0
,ø,ø,ø,mucho,ø,mucho,ø,ø,15,traduction,Non, Non,,0,0,0,2,0,2,0,0
,ø,el,ø,ø,ø,ø,ø,ø,15,traduction,Non, Non,,0,2,0,0,0,0,0,0
,las,las,ø,las,las,las,las,ø,15,traduction,Non, Non,,1,1,0,1,1,1,1,0
,ø,ø,e,ø,ø,ø,ø,ø,15,traduction,Non, Non,,0,0,2,0,0,0,0,0
,se,ø,se,se,ø,se,se,ø,15,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,un,ø,ø,un,un,ø,ø,15,traduction,Non, Non,,0,1,0,0,1,1,0,0
,ø,se,ø,ø,se,ø,ø,ø,15,traduction,Non, Non,,0,1,0,0,1,0,0,0
,se,se,se,ø,se,ø,se,ø,15,traduction,Non, Non,,1,1,1,0,1,0,1,0
,el,el,el,el,ø,el,el,ø,15,traduction,Non, Non,,2,2,2,2,0,2,2,0
,el,el,el,el,ø,el,el,ø,15,traduction,Non, Non,,2,2,2,2,0,2,2,0
,que,que,que,que,que,ø,que,ø,15,traduction,Non, Non,,1,1,1,1,1,0,1,0
,ø,afinque,afirme,más,afinque,más,afirme,ø,15,traduction,Non, Non,,0,1,3,4,1,4,3,0
,firme,ø,ø,firme,ø,firme,ø,ø,15,traduction,Non, Non,,2,0,0,2,0,2,0,0
,el,el,ø,ø,el,ø,el,ø,15,traduction,Non, Non,,1,1,0,0,1,0,1,0
,ø,e,ø,ø,e,ø,ø,ø,15,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,mejor,mejor,ø,mejor,mejor,ø,ø,15,traduction,Non, Non,,0,1,1,0,1,1,0,0
,ø,el,ø,el,ø,ø,el,ø,15,traduction,Non, Non,,0,2,0,2,0,0,2,0
,ø,ø,ø,ø,ø,enbía,ø,ø,15,traduction,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,ø,ø,e,ø,ø,ø,15,traduction,Non, Non,,0,0,0,0,1,0,0,0
,ø,los,los,los,los,los,los,ø,15,traduction,Non, Non,,0,1,1,1,1,1,1,0
,todo,todo,todo,todo,ø,todo,todo,ø,15,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,pie,ø,ø,ø,ø,ø,15,traduction,Non, Non,,0,0,2,0,0,0,0,0
,golpe,ø,golpe,golpe,golpe,golpe,golpe,ø,15,traduction,Non, Non,,1,0,1,1,1,1,1,0
,ø,ø,ø,ø,ø,Et,ø,ø,15,traduction,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,en,ø,ø,ø,ø,ø,15,traduction,Non, Non,,0,0,2,0,0,0,0,0
,ø,a,ø,ø,a,ø,ø,ø,15,traduction,Non, Non,,0,1,0,0,1,0,0,0
,los,ø,los,los,ø,los,ø,ø,15,traduction,Non, Non,,2,0,2,2,0,2,0,0
,ø,los,ø,ø,los,ø,los,ø,15,traduction,Non, Non,,0,1,0,0,1,0,1,0
,los,los,los,los,los,ø,los,ø,15,traduction,Non, Non,,1,1,1,1,1,0,1,0
,mas,mayor,más,más,ø,más,mas,ø,15,traduction,Non, Non,,3,1,3,3,0,3,3,0
,ø,en,en,en,en,en,en,ø,15,traduction,Non, Non,,0,1,1,1,1,1,1,0
,la,la,ø,la,la,,la,ø,15,traduction,Non, Non,,1,1,0,1,1,1,1,0
,ø,deven,ø,ø,deven,ø,ø,ø,15,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ninguno,ø,ninguno,ninguno,ø,ninguno,ninguno,ø,15,traduction,Non, Non,,2,0,2,2,0,2,2,0
,estonde,estonçe,estonçes,entonçe,ø,entonçe,estonçe,ø,15,traduction,Non, Non,,3,1,1,1,0,1,1,0
,ø,o,ø,ø,o,ø,ø,ø,15,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,dellos,ø,ø,dellos,ø,ø,ø,15,traduction,Non, Non,,0,1,0,0,1,0,0,0
,los,ø,ø,ø,ø,ø,ø,ø,15,traduction,Non, Non,,2,0,0,0,0,0,0,0
,ø,ø,ø,ø,las,ø,ø,ø,15,traduction,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,ø,ø,de,ø,ø,ø,15,traduction,Non, Non,,0,0,0,0,1,0,0,0
,ø,a,ø,ø,a,ø,ø,ø,15,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,ø,ø,deven,ø,ø,ø,15,traduction,Non, Non,,0,0,0,0,1,0,0,0
,ø,bien,ø,ø,bien,ø,ø,ø,15,traduction,Non, Non,,0,1,0,0,1,0,0,0
,non,non,non,non,ø,non,non,ø,15,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,ø,non,ø,ø,ø,15,traduction,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,ø,ø,ø,ø,los,ø,15,traduction,Non, Non,,0,0,0,0,0,0,2,0
,los,ø,los,los,ø,los,los,ø,15,traduction,Non, Non,,2,0,2,2,0,2,2,0
,sus,sus,sus,ø,sus,ø,sus,ø,15,traduction,Non, Non,,1,1,1,0,1,0,1,0
,que,que,que,ø,ø,ø,que,ø,15,traduction,Non, Non,,2,2,2,0,0,0,2,0
,ø,ø,ø,ø,cabtela,ø,ø,ø,15,traduction,Non, Non,,0,0,0,0,1,0,0,0
,que,que,que,que,ø,que,que,ø,15,traduction,Non, Non,,2,2,2,2,0,2,2,0
,de,ø,de,de,de,de,de,ø,15,traduction,Non, Non,,1,0,1,1,1,1,1,0
,ø,ø,ø,bien,ø,bien,ø,ø,15,traduction,Non, Non,,0,0,0,2,0,2,0,0
,en,a,en,en,ø,en,en,ø,15,traduction,Non, Non,,3,1,3,3,0,3,3,0
,en,en,en,en,ø,en,en,ø,15,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,se,ø,ø,se,ø,ø,ø,15,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,ø,ø,ø,ø,en,ø,15,glose,Non, Non,,0,0,0,0,0,0,2,0
,que,que,que,que,ø,ø,que,ø,15,glose,Non, Non,,2,2,2,2,0,0,2,0
,todos,todos,todos,todos,ø,todos,todos,ø,15,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,el,ø,ø,el,ø,ø,ø,15,glose,Non, Non,,0,1,0,0,1,0,0,0
,que,ø,ø,ø,que,ø,ø,ø,15,glose,Non, Non,,1,0,0,0,1,0,0,0
,ø,allí,ø,ø,allí,ø,ø,ø,15,glose,Non, Non,,0,1,0,0,1,0,0,0
,en,en,en,en,ø,en,en,ø,15,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,ø,ø,distinçión,ø,ø,15,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,es,ø,ø,ø,ø,ø,15,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,a,ø,ø,a,ø,ø,ø,15,glose,Non, Non,,0,1,0,0,1,0,0,0
,o,o,o,o,ø,o,o,ø,15,glose,Non, Non,,2,2,2,2,0,2,2,0
,de,ø,de,de,de,de,de,ø,15,glose,Non, Non,,1,0,1,1,1,1,1,0
,ø,ø,ø,ø,e,ø,ø,ø,15,glose,Non, Non,,0,0,0,0,1,0,0,0
,que,que,que,que,ø,que,que,ø,15,glose,Non, Non,,2,2,2,2,0,2,2,0
,de,de,de,de,ø,ø,de,ø,15,glose,Non, Non,,2,2,2,2,0,0,2,0
,que,que,que,que,ø,que,que,ø,15,glose,Non, Non,,2,2,2,2,0,2,2,0
,el,el,ø,el,el,ø,el,ø,15,glose,Non, Non,,1,1,0,1,1,0,1,0
,de,de,de,de,ø,de,de,ø,15,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,de,ø,ø,ø,ø,15,glose,Non, Non,,0,0,0,2,0,0,0,0
,otros,otros,otros,otros,ø,otros,otros,ø,15,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,ø,otros,ø,ø,ø,15,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,ø,e,ø,ø,ø,ø,15,glose,Non, Non,,0,0,0,2,0,0,0,0
,ø,ø,ø,ø,ø,o,ø,ø,15,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,el,el,el,el,el,el,ø,15,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,ø,ø,las,ø,ø,ø,15,glose,Non, Non,,0,0,0,0,1,0,0,0
,es,es,es,es,es,ø,es,ø,15,glose,Non, Non,,1,1,1,1,1,0,1,0
,suzio,suzio,ø,suzio,ø,suzio,suzio,ø,15,glose,Non, Non,,2,2,0,2,0,2,2,0
,ø,Et,ø,ø,Et,ø,ø,ø,15,glose,Non, Non,,0,1,0,0,1,0,0,0
,a,ø,ø,ø,ø,ø,ø,ø,15,glose,Non, Non,,2,0,0,0,0,0,0,0
,faze,faze,faze,faze,faze,ø,faze,ø,15,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,Et,ø,ø,ø,ø,ø,15,glose,Non, Non,,0,0,2,0,0,0,0,0
,que,que,que,que,ø,que,que,ø,15,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,sus,sus,sus,ø,sus,sus,ø,15,glose,Non, Non,,0,2,2,2,0,2,2,0
,o,o,o,o,ø,o,o,ø,15,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,Et,Et,ø,Et,ø,ø,ø,15,glose,Non, Non,,0,1,1,0,1,0,0,0
,de,ø,de,de,de,de,de,ø,15,glose,Non, Non,,1,0,1,1,1,1,1,0
,ø,ø,de,ø,ø,ø,ø,ø,15,glose,Non, Non,,0,0,2,0,0,0,0,0
,al,capítulo,al,ø,capítulo,ø,al,ø,15,glose,Non, Non,,3,2,3,0,2,0,3,0
,ø,ø,ø,ø,son,ø,ø,ø,16,,Non, Non,,0,0,0,0,1,0,0,0
,ø,en,en,en,en,en,en,ø,16,,Non, Non,,0,1,1,1,1,1,1,0
,el,el,ø,el,ø,ø,el,ø,16,,Non, Non,,2,2,0,2,0,0,2,0
,las,las,ø,las,las,ø,las,ø,16,,Non, Non,,1,1,0,1,1,0,1,0
,toda,ø,toda,toda,ø,toda,toda,ø,16,traduction,Non, Non,,2,0,2,2,0,2,2,0
,es,es,es,es,ø,es,es,ø,16,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,ø,ø,es,ø,ø,16,traduction,Non, Non,,0,0,0,0,0,2,0,0
,en,en,en,ø,en,en,en,ø,16,traduction,Non, Non,,1,1,1,0,1,1,1,0
,ø,ø,ø,ø,ø,et,ø,ø,16,traduction,Non, Non,,0,0,0,0,0,2,0,0
,ø,et,ø,ø,ø,ø,ø,ø,16,traduction,Non, Non,,0,2,0,0,0,0,0,0
,de,ø,de,de,ø,de,de,ø,16,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,ø,ø,ø,la,ø,ø,ø,16,traduction,Non, Non,,0,0,0,0,1,0,0,0
,es,es,es,es,ø,es,es,ø,16,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,Et,Et,ø,Et,ø,ø,ø,16,traduction,Non, Non,,0,1,1,0,1,0,0,0
,ø,en,ø,en,de,ø,ø,ø,16,traduction,Non, Non,,0,1,0,1,3,0,0,0
,ø,Et,Et,ø,Et,ø,ø,ø,16,traduction,Non, Non,,0,1,1,0,1,0,0,0
,es,es,es,ø,es,ø,es,ø,16,traduction,Non, Non,,1,1,1,0,1,0,1,0
,ø,ø,ø,es,ø,es,ø,ø,16,traduction,Non, Non,,0,0,0,2,0,2,0,0
,se,ø,se,se,ø,se,se,ø,16,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,se,ø,ø,se,ø,ø,ø,16,traduction,Non, Non,,0,1,0,0,1,0,0,0
,la,ø,la,ø,ø,ø,la,ø,16,traduction,Non, Non,,2,0,2,0,0,0,2,0
,ø,los,ø,ø,los,ø,ø,ø,16,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,les,ø,ø,los,ø,ø,ø,16,traduction,Non, Non,,0,2,0,0,1,0,0,0
,ø,Et,Et,ø,Et,ø,ø,ø,16,traduction,Non, Non,,0,1,1,0,1,0,0,0
,ø,ø,ø,es,ø,ø,ø,ø,16,traduction,Non, Non,,0,0,0,2,0,0,0,0
,es,es,es,ø,ø,es,es,ø,16,traduction,Non, Non,,2,2,2,0,0,2,2,0
,batalla,batalla,batalla,batalla,batalla,ø,batalla,ø,16,traduction,Non, Non,,1,1,1,1,1,0,1,0
,la,ø,ø,ø,ø,ø,la,ø,16,traduction,Non, Non,,2,0,0,0,0,0,2,0
,la,ø,la,la,ø,la,la,ø,16,traduction,Non, Non,,2,0,2,2,0,2,2,0
,de,de,de,ø,de,ø,de,ø,16,traduction,Non, Non,,1,1,1,0,1,0,1,0
,ø,ø,ø,ø,tres,ø,ø,ø,16,traduction,Non, Non,,0,0,0,0,1,0,0,0
,dichas,dichas,dichas,dichas,dichas,ø,dichas,ø,16,traduction,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,ø,ø,ø,susodichas,ø,ø,16,traduction,Non, Non,,0,0,0,0,0,2,0,0
,ø,lidiar,ø,ø,lidiar,ø,ø,ø,16,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,el,el,el,el,el,el,ø,16,traduction,Non, Non,,0,1,1,1,1,1,1,0
,la,la,ø,la,la,la,ø,ø,16,traduction,Non, Non,,1,1,0,1,1,1,0,0
,el,el,el,ø,el,el,el,ø,16,traduction,Non, Non,,1,1,1,0,1,1,1,0
,ø,ø,lo,ø,ø,ø,ø,ø,16,traduction,Non, Non,,0,0,2,0,0,0,0,0
,que,que,que,que,ø,ø,que,ø,16,traduction,Non, Non,,2,2,2,2,0,0,2,0
,ø,ø,ø,ø,quando,ø,ø,ø,16,traduction,Non, Non,,0,0,0,0,1,0,0,0
,quando,quando,quando,quando,ø,quando,quando,ø,16,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,el,el,el,el,el,el,ø,16,traduction,Non, Non,,0,1,1,1,1,1,1,0
,que,que,que,que,que,ø,que,ø,16,traduction,Non, Non,,1,1,1,1,1,0,1,0
,el,ø,el,ø,ø,ø,el,ø,16,traduction,Non, Non,,2,0,2,0,0,0,2,0
,las,ø,las,las,ø,las,las,ø,16,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,ø,e,ø,ø,ø,ø,ø,16,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,ø,ø,ø,algunos,ø,ø,ø,16,glose,Non, Non,,0,0,0,0,1,0,0,0
,de,de,de,de,ø,de,de,ø,16,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,a,ø,ø,a,ø,ø,ø,16,glose,Non, Non,,0,1,0,0,1,0,0,0
,vayan,ø,vayan,vayan,ø,vayan,vayan,ø,16,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,ø,ø,ø,a,que,ø,ø,16,glose,Non, Non,,0,0,0,0,2,3,0,0
,ayuda,ayuda,ayuda,ø,ayudar,ø,ayuda,ø,16,glose,Non, Non,,3,3,3,0,2,0,3,0
,ø,ø,ø,ayuda,ø,ø,ø,ø,16,glose,Non, Non,,0,0,0,2,0,0,0,0
,ø,de,ø,ø,ø,ø,ø,ø,16,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,ellos,ø,ø,ø,16,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,tendidas,ø,ø,ø,ø,ø,16,glose,Non, Non,,0,0,2,0,0,0,0,0
,la,ø,la,la,ø,la,la,ø,16,glose,Non, Non,,2,0,2,2,0,2,2,0
,que,que,que,que,ø,que,que,ø,16,glose,Non, Non,,2,2,2,2,0,2,2,0
,y,ø,ø,ø,ø,ø,ø,ø,16,glose,Non, Non,,2,0,0,0,0,0,0,0
,otras,ø,otras,otras,ø,otras,otras,ø,16,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,otras,ø,ø,otras,ø,ø,ø,16,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,se,ø,se,se,se,ø,ø,16,glose,Non, Non,,0,1,0,1,1,1,0,0
,e,e,e,ø,e,e,e,ø,16,glose,Non, Non,,1,1,1,0,1,1,1,0
,de,ø,de,de,ø,de,de,ø,16,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,e,ø,ø,ø,ø,ø,ø,16,glose,Non, Non,,0,2,0,0,0,0,0,0
,alinde,ø,alindo,alhinde,cañados,alhynde,alinde,ø,16,glose,Non, Non,,3,0,3,3,2,3,3,0
,ø,los,ø,ø,los,ø,ø,ø,16,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,ø,ø,los,ø,ø,ø,16,glose,Non, Non,,0,0,0,0,1,0,0,0
,que,que,que,que,ø,ø,que,ø,16,glose,Non, Non,,2,2,2,2,0,0,2,0
,tienpo,tienpo,tienpo,tienpo,ø,tienpo,tienpo,ø,16,glose,Non, Non,,2,2,2,2,0,2,2,0
,en,en,ø,en,en,en,en,ø,16,glose,Non, Non,,1,1,0,1,1,1,1,0
,ø,ø,ø,ø,ø,de,ø,ø,17,,Non, Non,,0,0,0,0,0,2,0,0
,se,se,ø,se,se,non,se,ø,17,,Non, Non,,3,3,0,3,3,1,3,0
,ø,la,la,ø,la,ø,la,ø,17,,Non, Non,,0,1,1,0,1,0,1,0
,ø,primero,primero,primero,primero,primero,primero,ø,17,traduction,Non, Non,,0,1,1,1,1,1,1,0
,por,ø,por,por,por,por,por,ø,17,traduction,Non, Non,,1,0,1,1,1,1,1,0
,por,por,por,por,por,ø,por,ø,17,traduction,Non, Non,,1,1,1,1,1,0,1,0
,en,en,en,en,ø,en,en,ø,17,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,ellos,ø,ø,ellos,ø,ø,ø,17,traduction,Non, Non,,0,1,0,0,1,0,0,0
,e,ø,e,e,ø,e,e,ø,17,traduction,Non, Non,,2,0,2,2,0,2,2,0
,de,ø,de,de,ø,de,de,ø,17,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,en,de,ø,en,ø,ø,ø,17,traduction,Non, Non,,0,1,3,0,1,0,0,0
,ø,en,ø,ø,ø,ø,ø,ø,17,traduction,Non, Non,,0,2,0,0,0,0,0,0
,ø,otros,ø,ø,otros,ø,ø,ø,17,traduction,Non, Non,,0,1,0,0,1,0,0,0
,otros,ø,otros,otros,ø,otros,otros,ø,17,traduction,Non, Non,,2,0,2,2,0,2,2,0
